Design,Initial_Area,Initial_Delay,Initial_QoR,Recipe,Tool1,Tool2,Tool3,Tool4,Tool5,Tool6,Tool7,Tool8,Tool9,Tool10,Tool11,Tool12,Tool13,Tool14,Tool15,Tool16,Tool17,Tool18,Tool19,Tool20,Final_Area,Final_Delay,Final_QoR
simple_spi_orig.bench,613.13,185.99,113405,"b;st;rwz;f;rwz;rwz;rw;rw;st;rs;rf;rfz;f;rs;st;rs;f;rwz;b;f",1,5,6,7,6,6,2,2,5,4,3,8,7,4,5,4,7,6,1,7,548.44,183.82,100284
simple_spi_orig.bench,613.13,185.99,113405,"st;b;rw;rf;b;rf;rwz;b;rfz;rf;f;rf;rs;rfz;st;st;rw;rs;rs;st",5,1,2,3,1,3,6,1,8,3,7,3,4,8,5,5,2,4,4,5,558.40,185.18,103230
simple_spi_orig.bench,613.13,185.99,113405,"st;b;f;b;rw;st;rw;b;rwz;f;rw;rf;rw;rf;rs;rs;f;f;rfz;b",5,1,7,1,2,5,2,1,6,7,2,3,2,3,4,4,7,7,8,1,564.25,193.21,108852
simple_spi_orig.bench,613.13,185.99,113405,"b;rw;rfz;rf;rf;rwz;st;rs;rs;f;rfz;rf;f;f;st;rfz;rwz;b;rf;st",1,2,8,3,3,6,5,4,4,7,8,3,7,7,5,8,6,1,3,5,537.75,186.42,99882
simple_spi_orig.bench,613.13,185.99,113405,"b;rfz;rf;f;f;rfz;f;st;rw;rs;st;b;b;st;st;st;rf;rs;b;rw",1,8,3,7,7,8,7,5,2,4,5,1,1,5,5,5,3,4,1,2,545.73,200.18,109000
simple_spi_orig.bench,613.13,185.99,113405,"st;st;st;rf;rwz;b;rfz;f;st;rfz;rfz;rs;rw;st;rw;rw;f;rwz;rf;rs",5,5,5,3,6,1,8,7,5,8,8,4,2,5,2,2,7,6,3,4,542.47,200.52,108400
simple_spi_orig.bench,613.13,185.99,113405,"b;rf;rf;f;f;f;b;st;rs;rf;b;f;rf;rfz;rw;rw;b;f;f;rf",1,3,3,7,7,7,1,5,4,3,1,7,3,8,2,2,1,7,7,3,543.83,203.04,110229
simple_spi_orig.bench,613.13,185.99,113405,"b;rf;rfz;rw;rf;rfz;rfz;rw;rwz;st;rf;rfz;f;b;rs;rwz;rs;rfz;rfz;rwz",1,3,8,2,3,8,8,2,6,5,3,8,7,1,4,6,4,8,8,6,520.45,201.86,104520
simple_spi_orig.bench,613.13,185.99,113405,"st;f;rwz;rwz;b;rs;rwz;f;st;rwz;b;rf;f;f;b;rfz;rs;b;rw;rfz",5,7,6,6,1,4,6,7,5,6,1,3,7,7,1,8,4,1,2,8,556.82,193.83,107308
simple_spi_orig.bench,613.13,185.99,113405,"st;st;rfz;rs;rs;f;rf;rw;f;rf;rfz;rfz;f;f;st;f;rwz;rwz;rf;rs",5,5,8,4,4,7,3,2,7,3,8,8,7,7,5,7,6,6,3,4,531.33,202.19,107262
simple_spi_orig.bench,613.13,185.99,113405,"b;b;rwz;b;rfz;rwz;rs;st;rf;rwz;rw;rs;st;rfz;rf;b;f;rw;st;st",1,1,6,1,8,6,4,5,3,6,2,4,5,8,3,1,7,2,5,5,582.59,190.90,110580
simple_spi_orig.bench,613.13,185.99,113405,"st;rf;b;rwz;rwz;rs;rf;st;rs;b;b;rfz;rw;f;b;rf;b;rfz;st;rwz",5,3,1,6,6,4,3,5,4,1,1,8,2,7,1,3,1,8,5,6,540.16,187.89,100980
simple_spi_orig.bench,613.13,185.99,113405,"st;rfz;rs;rf;rfz;rw;rw;f;rf;rf;rwz;f;b;rf;b;rwz;rs;b;b;b",5,8,4,3,8,2,2,7,3,3,6,7,1,3,1,6,4,1,1,1,536.00,201.86,107736
simple_spi_orig.bench,613.13,185.99,113405,"st;f;rf;rs;rwz;st;st;rs;st;st;rw;b;f;rfz;rw;rs;rw;rw;rw;rs",5,7,3,4,6,5,5,4,5,5,2,1,7,8,2,4,2,2,2,4,562.96,183.71,102846
simple_spi_orig.bench,613.13,185.99,113405,"b;st;rfz;rfz;f;rw;b;rwz;rs;rfz;f;rs;rwz;rw;rfz;rfz;f;rfz;rw;rfz",1,5,8,8,7,2,1,6,4,8,7,4,6,2,8,8,7,8,2,8,536.41,201.86,107736
simple_spi_orig.bench,613.13,185.99,113405,"st;rfz;rf;rwz;rwz;rw;f;f;rf;rf;f;rw;rwz;rfz;rfz;b;rw;st;rwz;b",5,8,3,6,6,2,7,7,3,3,7,2,6,8,8,1,2,5,6,1,535.08,200.52,107000
simple_spi_orig.bench,613.13,185.99,113405,"st;rw;f;f;b;st;st;st;rw;f;rf;rwz;b;b;rs;rw;f;rwz;rfz;rwz",5,2,7,7,1,5,5,5,2,7,3,6,1,1,4,2,7,6,8,6,540.21,185.97,99900
simple_spi_orig.bench,613.13,185.99,113405,"b;f;b;rfz;f;rw;b;rf;rf;rf;rs;b;rw;rw;b;f;rfz;st;rwz;rw",1,7,1,8,7,2,1,3,3,3,4,1,2,2,1,7,8,5,6,2,538.33,183.82,98454
simple_spi_orig.bench,613.13,185.99,113405,"b;rs;rwz;rs;rf;rw;rw;rw;rs;b;f;rf;rw;st;f;st;rf;rf;st;rw",1,4,6,4,3,2,2,2,4,1,7,3,2,5,7,5,3,3,5,2,538.73,185.97,99530
simple_spi_orig.bench,613.13,185.99,113405,"st;st;b;rs;rfz;rs;rf;rs;rs;rfz;f;rwz;rw;rf;rs;rwz;st;f;rf;rwz",5,5,1,4,8,4,3,4,4,8,7,6,2,3,4,6,5,7,3,6,532.43,185.97,98420
simple_spi_orig.bench,613.13,185.99,113405,"b;rfz;st;b;b;rfz;b;b;rf;rw;rf;b;b;b;st;rw;rw;rfz;rf;rwz",1,8,5,1,1,8,1,1,3,2,3,1,1,1,5,2,2,8,3,6,534.57,200.52,106800
simple_spi_orig.bench,613.13,185.99,113405,"st;rw;b;b;rs;rs;rwz;f;rfz;rfz;b;b;f;rfz;f;st;rw;rwz;rwz;rf",5,2,1,1,4,4,6,7,8,8,1,1,7,8,7,5,2,6,6,3,539.88,183.49,98637
simple_spi_orig.bench,613.13,185.99,113405,"b;st;rfz;st;rs;rwz;rfz;b;rfz;rf;b;st;f;rwz;b;rfz;rfz;rfz;rf;rf",1,5,8,5,4,6,8,1,8,3,1,5,7,6,1,8,8,8,3,3,548.58,201.86,110148
simple_spi_orig.bench,613.13,185.99,113405,"b;rw;rwz;f;rf;b;st;rwz;rs;rw;st;rfz;rfz;rs;st;b;f;rfz;rs;rf",1,2,6,7,3,1,5,6,4,2,5,8,8,4,5,1,7,8,4,3,571.95,193.83,110203
simple_spi_orig.bench,613.13,185.99,113405,"b;rf;rfz;rf;rf;st;rs;f;f;rs;st;rwz;f;b;b;st;b;rs;rw;rwz",1,3,8,3,3,5,4,7,7,4,5,6,7,1,1,5,1,4,2,6,532.67,204.98,108528
simple_spi_orig.bench,613.13,185.99,113405,"st;f;st;rwz;rwz;rfz;rfz;b;rfz;rfz;st;rs;f;rf;st;rf;f;f;rfz;rf",5,7,5,6,6,8,8,1,8,8,5,4,7,3,5,3,7,7,8,3,561.03,193.50,108273
simple_spi_orig.bench,613.13,185.99,113405,"b;rs;rfz;rs;b;rs;rf;rf;rw;rf;st;rw;rw;rwz;rf;b;rw;b;f;rs",1,4,8,4,1,4,3,3,2,3,5,2,2,6,3,1,2,1,7,4,549.83,185.97,101565
simple_spi_orig.bench,613.13,185.99,113405,"b;rfz;rf;rwz;f;st;b;rw;rw;rfz;st;rs;rfz;rfz;f;rw;rwz;rwz;rfz;rfz",1,8,3,6,7,5,1,2,2,8,5,4,8,8,7,2,6,6,8,8,545.90,190.78,103550
simple_spi_orig.bench,613.13,185.99,113405,"b;b;rs;rf;f;rwz;rwz;st;b;rw;st;b;st;rs;st;b;st;rfz;rf;rfz",1,1,4,3,7,6,6,5,1,2,5,1,5,4,5,1,5,8,3,8,544.64,185.97,100640
simple_spi_orig.bench,613.13,185.99,113405,"b;f;rfz;st;rf;st;rf;rf;b;rwz;rwz;rs;f;rf;rw;st;rfz;st;rwz;b",1,7,8,5,3,5,3,3,1,6,6,4,7,3,2,5,8,5,6,1,534.18,181.91,96654
simple_spi_orig.bench,613.13,185.99,113405,"b;f;st;rs;b;rf;rs;rf;f;rwz;f;rs;b;rwz;rwz;f;rs;st;rw;st",1,7,5,4,1,3,4,3,7,6,7,4,1,6,6,7,4,5,2,5,532.23,185.97,98420
simple_spi_orig.bench,613.13,185.99,113405,"b;rs;rw;rwz;f;rwz;rfz;f;rwz;b;b;rs;rf;rfz;rwz;rfz;rwz;rw;rfz;rf",1,4,2,6,7,6,8,7,6,1,1,4,3,8,6,8,6,2,8,3,552.14,185.97,102120
simple_spi_orig.bench,613.13,185.99,113405,"st;rf;f;rs;f;rfz;b;st;rfz;rf;rfz;rw;rs;rf;rf;rw;rw;b;rs;rw",5,3,7,4,7,8,1,5,8,3,8,2,4,3,3,2,2,1,4,2,551.04,203.04,111853
simple_spi_orig.bench,613.13,185.99,113405,"st;b;st;rs;rf;st;rw;rw;b;rfz;rs;rf;rw;rfz;rs;rfz;rwz;rw;rwz;f",5,1,5,4,3,5,2,2,1,8,4,3,2,8,4,8,6,2,6,7,540.01,185.18,99900
simple_spi_orig.bench,613.13,185.99,113405,"b;rfz;b;rwz;rwz;rwz;rwz;b;rfz;rfz;rf;b;rfz;rf;rf;rwz;rs;b;rs;rfz",1,8,1,6,6,6,6,1,8,8,3,1,8,3,3,6,4,1,4,8,568.72,198.45,112464
simple_spi_orig.bench,613.13,185.99,113405,"b;rf;st;f;st;rw;rwz;rwz;st;st;rwz;rwz;f;st;st;f;rw;rw;rf;rf",1,3,5,7,5,2,6,6,5,5,6,6,7,5,5,7,2,2,3,3,537.97,209.50,112233
simple_spi_orig.bench,613.13,185.99,113405,"b;rfz;b;b;rs;rfz;b;rf;rw;rw;rs;rs;rf;rf;rf;rs;b;rf;rs;rwz",1,8,1,1,4,8,1,3,2,2,4,4,3,3,3,4,1,3,4,6,534.57,201.86,107334
simple_spi_orig.bench,613.13,185.99,113405,"b;f;rfz;b;rf;f;rfz;rw;rfz;rf;b;rw;rfz;rfz;rfz;rfz;f;st;st;b",1,7,8,1,3,7,8,2,8,3,1,2,8,8,8,8,7,5,5,1,566.20,193.50,109238
simple_spi_orig.bench,613.13,185.99,113405,"st;rfz;st;rs;b;rwz;rf;f;rf;rwz;rf;rs;rw;rw;rf;b;rw;rf;b;rfz",5,8,5,4,1,6,3,7,3,6,3,4,2,2,3,1,2,3,1,8,569.85,188.60,106972
simple_spi_orig.bench,613.13,185.99,113405,"b;rs;rw;rf;b;rs;rf;st;b;st;f;rwz;rwz;rw;rs;rwz;rw;rwz;rfz;rwz",1,4,2,3,1,4,3,5,1,5,7,6,6,2,4,6,2,6,8,6,545.85,183.16,99735
simple_spi_orig.bench,613.13,185.99,113405,"st;b;rwz;b;rs;rs;rwz;b;st;st;rfz;rf;b;rwz;rfz;rf;rs;f;f;rfz",5,1,6,1,4,4,6,1,5,5,8,3,1,6,8,3,4,7,7,8,568.52,193.19,109624
simple_spi_orig.bench,613.13,185.99,113405,"b;f;rf;b;st;st;rfz;rfz;f;rf;rs;st;st;rf;rw;rfz;rwz;rs;st;f",1,7,3,1,5,5,8,8,7,3,4,5,5,3,2,8,6,4,5,7,535.75,183.29,97905
simple_spi_orig.bench,613.13,185.99,113405,"b;f;rs;f;rfz;f;st;rwz;rf;rfz;rf;f;rwz;rfz;st;rs;rfz;st;rs;f",1,7,4,7,8,7,5,6,3,8,3,7,6,8,5,4,8,5,4,7,549.75,193.83,105957
simple_spi_orig.bench,613.13,185.99,113405,"st;b;rf;st;rwz;b;rf;rf;st;rfz;f;rfz;rf;rw;rf;rfz;rfz;rs;b;f",5,1,3,5,6,1,3,3,5,8,7,8,3,2,3,8,8,4,1,7,563.23,199.34,112037
simple_spi_orig.bench,613.13,185.99,113405,"st;rwz;st;rf;f;b;b;rfz;rs;f;rwz;st;f;st;rfz;f;rf;rfz;rs;rs",5,6,5,3,7,1,1,8,4,7,6,5,7,5,8,7,3,8,4,4,568.40,184.87,104512
simple_spi_orig.bench,613.13,185.99,113405,"b;f;rwz;rw;rw;rw;rf;rw;rfz;f;rfz;rf;b;rfz;rfz;rfz;rf;f;rwz;b",1,7,6,2,2,2,3,2,8,7,8,3,1,8,8,8,3,7,6,1,538.79,183.29,98454
simple_spi_orig.bench,613.13,185.99,113405,"st;b;rs;rw;rw;rs;rf;rfz;st;rwz;st;f;f;f;b;rw;rwz;rwz;rfz;rf",5,1,4,2,2,4,3,8,5,6,5,7,7,7,1,2,6,6,8,3,566.56,189.28,106974
simple_spi_orig.bench,613.13,185.99,113405,"b;rfz;rf;st;rw;rw;rs;f;b;st;st;f;rfz;b;rwz;rw;rf;st;rfz;f",1,8,3,5,2,2,4,7,1,5,5,7,8,1,6,2,3,5,8,7,540.91,201.86,108540
simple_spi_orig.bench,613.13,185.99,113405,"st;st;b;st;rfz;rs;rwz;rs;rw;rs;f;rf;st;rs;rf;rw;rw;rs;rs;rwz",5,5,1,5,8,4,6,4,2,4,7,3,5,4,3,2,2,4,4,6,537.13,202.19,108474
simple_spi_orig.bench,613.13,185.99,113405,"st;rwz;st;st;b;b;rwz;f;rs;b;rfz;b;f;rw;rs;f;f;rs;rfz;st",5,6,5,5,1,1,6,7,4,1,8,1,7,2,4,7,7,4,8,5,563.48,193.50,108659
simple_spi_orig.bench,613.13,185.99,113405,"st;rfz;b;rfz;rs;b;b;rw;b;rwz;rw;rw;rwz;f;rfz;rfz;f;st;f;b",5,8,1,8,4,1,1,2,1,6,2,2,6,7,8,8,7,5,7,1,556.02,194.45,107864
simple_spi_orig.bench,613.13,185.99,113405,"st;b;rs;b;rw;f;rfz;rwz;rw;b;st;rs;rf;st;rw;rfz;rs;rf;rwz;rs",5,1,4,1,2,7,8,6,2,1,5,4,3,5,2,8,4,3,6,4,553.15,185.97,102305
simple_spi_orig.bench,613.13,185.99,113405,"b;b;st;rfz;b;rwz;rs;st;b;f;st;rs;rw;b;rf;rs;f;rfz;st;rf",1,1,5,8,1,6,4,5,1,7,5,4,2,1,3,4,7,8,5,3,559.96,200.52,111800
simple_spi_orig.bench,613.13,185.99,113405,"b;rfz;b;rs;st;rwz;rf;rfz;rfz;rs;b;f;rwz;b;rs;rwz;f;rwz;rwz;rf",1,8,1,4,5,6,3,8,8,4,1,7,6,1,4,6,7,6,6,3,542.44,195.52,105690
simple_spi_orig.bench,613.13,185.99,113405,"st;f;rwz;rs;rs;b;f;f;f;rf;rf;rs;rf;f;rwz;f;rwz;rwz;rw;rf",5,7,6,4,4,1,7,7,7,3,3,4,3,7,6,7,6,6,2,3,559.53,181.94,101179
simple_spi_orig.bench,613.13,185.99,113405,"st;f;rs;rw;b;f;rw;b;rwz;rfz;rw;rw;f;rf;rwz;rf;rs;f;rs;rf",5,7,4,2,1,7,2,1,6,8,2,2,7,3,6,3,4,7,4,3,552.14,183.29,101016
simple_spi_orig.bench,613.13,185.99,113405,"st;f;rfz;f;rfz;rwz;rfz;rwz;rwz;f;b;rf;rs;rwz;rfz;f;f;rs;rw;rwz",5,7,8,7,8,6,8,6,6,7,1,3,4,6,8,7,7,4,2,6,524.48,185.11,96940
simple_spi_orig.bench,613.13,185.99,113405,"st;rs;rf;rfz;rwz;rs;rwz;st;f;rf;f;f;rfz;rwz;rs;rs;rwz;st;rs;rfz",5,4,3,8,6,4,6,5,7,3,7,7,8,6,4,4,6,5,4,8,572.21,185.97,105820
simple_spi_orig.bench,613.13,185.99,113405,"b;st;rfz;b;rw;rw;rwz;f;b;rfz;f;rwz;rs;rf;f;rs;rs;b;rw;rw",1,5,8,1,2,2,6,7,1,8,7,6,4,3,7,4,4,1,2,2,532.96,194.45,103208
simple_spi_orig.bench,613.13,185.99,113405,"b;rfz;rfz;f;rw;rfz;rwz;rw;rfz;b;rf;rw;rfz;b;b;rw;f;rw;b;rwz",1,8,8,7,2,8,6,2,8,1,3,2,8,1,1,2,7,2,1,6,532.73,200.52,106400
simple_spi_orig.bench,613.13,185.99,113405,"st;rf;b;rwz;f;rf;rfz;st;rfz;rs;rf;rwz;rwz;f;rs;rwz;rfz;rwz;st;st",5,3,1,6,7,3,8,5,8,4,3,6,6,7,4,6,8,6,5,5,534.95,185.29,98790
simple_spi_orig.bench,613.13,185.99,113405,"b;b;rs;st;rwz;rfz;b;b;b;rs;f;st;rwz;f;rw;rw;rw;rf;st;rf",1,1,4,5,6,8,1,1,1,4,7,5,6,7,2,2,2,3,5,3,546.54,183.82,99918
simple_spi_orig.bench,613.13,185.99,113405,"st;rs;rw;f;st;rf;rfz;rwz;rs;b;f;st;rw;st;rfz;rwz;rfz;rw;b;b",5,4,2,7,5,3,8,6,4,1,7,5,2,5,8,6,8,2,1,1,572.12,185.97,105820
simple_spi_orig.bench,613.13,185.99,113405,"b;rwz;rwz;rf;st;st;st;rfz;rwz;rw;f;f;rwz;rw;rs;rw;rf;b;rw;rw",1,6,6,3,5,5,5,8,6,2,7,7,6,2,4,2,3,1,2,2,546.82,202.36,110292
simple_spi_orig.bench,613.13,185.99,113405,"b;rfz;f;rwz;f;rs;rwz;b;rfz;rw;rf;rwz;rfz;rfz;st;st;rf;rw;rf;rw",1,8,7,6,7,4,6,1,8,2,3,6,8,8,5,5,3,2,3,2,538.02,201.86,108138
simple_spi_orig.bench,613.13,185.99,113405,"st;b;rf;f;rfz;rfz;rwz;rf;rf;rf;st;rf;rs;b;rw;rf;rf;rw;rw;rfz",5,1,3,7,8,8,6,3,3,3,5,3,4,1,2,3,3,2,2,8,555.53,185.05,102675
simple_spi_orig.bench,613.13,185.99,113405,"b;rfz;b;rfz;rwz;st;rf;rf;rw;f;st;rwz;st;rfz;rs;b;rfz;b;rw;rwz",1,8,1,8,6,5,3,3,2,7,5,6,5,8,4,1,8,1,2,6,525.54,201.86,105525
simple_spi_orig.bench,613.13,185.99,113405,"b;rf;rwz;rw;rfz;rwz;rfz;rfz;b;f;b;st;rf;rw;rw;b;f;f;st;rwz",1,3,6,2,8,6,8,8,1,7,1,5,3,2,2,1,7,7,5,6,544.08,185.29,100640
simple_spi_orig.bench,613.13,185.99,113405,"st;st;st;rs;rwz;rs;rwz;rf;st;rwz;rwz;rf;rwz;b;rs;rwz;rf;st;rwz;b",5,5,5,4,6,4,6,3,5,6,6,3,6,1,4,6,3,5,6,1,546.38,193.65,105378
simple_spi_orig.bench,613.13,185.99,113405,"st;st;st;rwz;b;rw;f;b;rs;rfz;rs;st;rw;rfz;b;st;b;rw;st;rfz",5,5,5,6,1,2,7,1,4,8,4,5,2,8,1,5,1,2,5,8,574.24,193.83,110782
simple_spi_orig.bench,613.13,185.99,113405,"b;rfz;rwz;rf;rw;rfz;b;st;b;b;rwz;b;st;rwz;rw;rwz;st;rfz;rf;rf",1,8,6,3,2,8,1,5,1,1,6,1,5,6,2,6,5,8,3,3,565.02,203.11,114695
simple_spi_orig.bench,613.13,185.99,113405,"st;rwz;rwz;rf;rfz;f;rw;rs;f;rw;rwz;rs;rfz;rw;rs;f;rw;rwz;b;rf",5,6,6,3,8,7,2,4,7,2,6,4,8,2,4,7,2,6,1,3,549.55,183.29,100467
simple_spi_orig.bench,613.13,185.99,113405,"st;rwz;b;rs;rw;rs;rs;rwz;rs;rfz;st;f;rs;rwz;rwz;rs;f;st;rf;rwz",5,6,1,4,2,4,4,6,4,8,5,7,4,6,6,4,7,5,3,6,546.65,181.94,98826
simple_spi_orig.bench,613.13,185.99,113405,"st;rfz;rwz;f;st;rwz;b;rw;b;b;rw;f;rs;rw;st;st;rwz;rw;st;rs",5,8,6,7,5,6,1,2,1,1,2,7,4,2,5,5,6,2,5,4,536.40,200.52,107200
simple_spi_orig.bench,613.13,185.99,113405,"st;rfz;rw;rw;rfz;rs;rs;b;st;st;rs;rwz;rfz;rw;rf;b;b;f;rw;b",5,8,2,2,8,4,4,1,5,5,4,6,8,2,3,1,1,7,2,1,548.07,201.86,110148
simple_spi_orig.bench,613.13,185.99,113405,"st;rfz;rw;b;rf;rs;f;rwz;st;rf;rwz;rfz;f;rs;st;rs;rwz;rw;f;f",5,8,2,1,3,4,7,6,5,3,6,8,7,4,5,4,6,2,7,7,529.27,187.89,98923
simple_spi_orig.bench,613.13,185.99,113405,"st;rw;f;rfz;st;rwz;rs;rfz;st;b;b;st;rs;rw;rfz;f;b;rfz;st;rf",5,2,7,8,5,6,4,8,5,1,1,5,4,2,8,7,1,8,5,3,554.80,183.82,101382
simple_spi_orig.bench,613.13,185.99,113405,"b;rw;rf;f;rw;rs;rf;b;rwz;rfz;rf;rwz;b;rf;rwz;rwz;rs;rs;rfz;b",1,2,3,7,2,4,3,1,6,8,3,6,1,3,6,6,4,4,8,1,566.87,185.18,104710
simple_spi_orig.bench,613.13,185.99,113405,"b;rw;st;rs;f;st;rwz;b;rfz;rs;rw;rw;rs;rwz;f;b;rw;b;rf;rw",1,2,5,4,7,5,6,1,8,4,2,2,4,6,7,1,2,1,3,2,541.63,190.25,102790
simple_spi_orig.bench,613.13,185.99,113405,"b;rw;rwz;rwz;rf;rw;rf;rf;rfz;rfz;rf;st;b;f;rs;b;rfz;rs;b;b",1,2,6,6,3,2,3,3,8,8,3,5,1,7,4,1,8,4,1,1,562.38,193.83,108466
simple_spi_orig.bench,613.13,185.99,113405,"b;b;rw;rfz;rwz;rw;st;b;st;rf;rw;rf;f;rfz;b;rwz;b;rfz;st;rf",1,1,2,8,6,2,5,1,5,3,2,3,7,8,1,6,1,8,5,3,562.16,184.67,103408
simple_spi_orig.bench,613.13,185.99,113405,"b;b;b;rs;st;rf;rf;st;st;f;rs;b;rs;st;rw;rw;rfz;f;rf;rf",1,1,1,4,5,3,3,5,5,7,4,1,4,5,2,2,8,7,3,3,567.70,185.97,104895
simple_spi_orig.bench,613.13,185.99,113405,"st;rs;f;b;rf;f;st;st;rwz;b;rwz;f;st;rs;rw;st;rf;b;st;f",5,4,7,1,3,7,5,5,6,1,6,7,5,4,2,5,3,1,5,7,526.02,185.97,97310
simple_spi_orig.bench,613.13,185.99,113405,"b;st;rfz;rs;rw;rfz;rfz;rw;f;st;rs;st;st;rf;rs;rs;rw;rs;st;rs",1,5,8,4,2,8,8,2,7,5,4,5,5,3,4,4,2,4,5,4,551.02,203.04,111853
simple_spi_orig.bench,613.13,185.99,113405,"b;rfz;rwz;st;rwz;rfz;st;rw;rwz;rwz;b;rs;b;st;rwz;rs;st;f;st;rw",1,8,6,5,6,8,5,2,6,6,1,4,1,5,6,4,5,7,5,2,546.25,191.40,104286
simple_spi_orig.bench,613.13,185.99,113405,"st;rs;f;f;b;b;rwz;rw;rw;st;rfz;b;rs;rwz;f;st;rwz;st;rwz;rf",5,4,7,7,1,1,6,2,2,5,8,1,4,6,7,5,6,5,6,3,541.88,181.94,97921
simple_spi_orig.bench,613.13,185.99,113405,"st;rs;rf;rfz;rf;rs;rw;rfz;rs;f;rfz;rwz;f;rw;rwz;st;f;rf;b;rs",5,4,3,8,3,4,2,8,4,7,8,6,7,2,6,5,7,3,1,4,534.20,185.97,98790
simple_spi_orig.bench,613.13,185.99,113405,"st;f;st;rw;b;rs;rw;rfz;rw;f;b;rwz;f;b;rf;rwz;rfz;rwz;rw;b",5,7,5,2,1,4,2,8,2,7,1,6,7,1,3,6,8,6,2,1,528.58,181.91,95568
simple_spi_orig.bench,613.13,185.99,113405,"st;rf;st;rwz;b;rfz;f;rf;rs;rwz;st;rfz;rs;f;rwz;b;rw;rfz;rs;rw",5,3,5,6,1,8,7,3,4,6,5,8,4,7,6,1,2,8,4,2,557.35,198.45,110286
simple_spi_orig.bench,613.13,185.99,113405,"st;st;f;st;b;f;st;st;b;f;rwz;st;rf;st;st;rf;f;rs;b;b",5,5,7,5,1,7,5,5,1,7,6,5,3,5,5,3,7,4,1,1,548.24,193.65,105764
simple_spi_orig.bench,613.13,185.99,113405,"b;rf;rs;rfz;rf;b;rf;st;rw;f;st;rw;st;rf;rf;st;rwz;rs;rw;rf",1,3,4,8,3,1,3,5,2,7,5,2,5,3,3,5,6,4,2,3,523.38,204.98,106692
simple_spi_orig.bench,613.13,185.99,113405,"st;rf;f;rf;b;st;rwz;b;f;rw;rf;rf;rw;st;st;b;rw;b;rs;rfz",5,3,7,3,1,5,6,1,7,2,3,3,2,5,5,1,2,1,4,8,556.04,201.86,111756
simple_spi_orig.bench,613.13,185.99,113405,"st;rs;rfz;rs;rfz;rfz;f;rf;f;rfz;b;f;rwz;rfz;f;st;f;rfz;rw;st",5,4,8,4,8,8,7,3,7,8,1,7,6,8,7,5,7,8,2,5,549.70,185.18,101565
simple_spi_orig.bench,613.13,185.99,113405,"b;rs;st;b;b;rf;rfz;rw;st;rwz;f;rwz;rwz;rw;rs;f;f;st;rf;f",1,4,5,1,1,3,8,2,5,6,7,6,6,2,4,7,7,5,3,7,546.74,185.97,101010
simple_spi_orig.bench,613.13,185.99,113405,"b;rf;rwz;rw;rf;rs;st;b;rwz;rfz;f;st;st;b;rf;rf;rfz;rw;rwz;rs",1,3,6,2,3,4,5,1,6,8,7,5,5,1,3,3,8,2,6,4,537.65,204.98,109548
simple_spi_orig.bench,613.13,185.99,113405,"b;rwz;rfz;f;rs;b;b;b;rw;rw;rw;rfz;rwz;rfz;f;rfz;rf;rfz;b;rs",1,6,8,7,4,1,1,1,2,2,2,8,6,8,7,8,3,8,1,4,564.74,184.87,103776
simple_spi_orig.bench,613.13,185.99,113405,"b;rfz;rw;st;rw;f;rs;rf;rs;rfz;f;st;st;rwz;b;rw;rs;rw;rw;st",1,8,2,5,2,7,4,3,4,8,7,5,5,6,1,2,4,2,2,5,519.98,202.19,104838
simple_spi_orig.bench,613.13,185.99,113405,"b;f;st;rs;rw;st;rfz;rf;f;rw;b;rf;b;rs;st;f;rfz;rs;st;f",1,7,5,4,2,5,8,3,7,2,1,3,1,4,5,7,8,4,5,7,553.66,193.83,106729
simple_spi_orig.bench,613.13,185.99,113405,"st;f;rwz;f;rwz;rf;b;f;rf;rfz;rfz;rfz;f;st;st;f;rfz;f;b;b",5,7,6,7,6,3,1,7,3,8,8,8,7,5,5,7,8,7,1,1,549.67,190.64,104310
simple_spi_orig.bench,613.13,185.99,113405,"st;rs;st;rw;rs;b;rw;rfz;rw;rf;rw;f;rs;st;rw;rwz;b;rw;f;f",5,4,5,2,4,1,2,8,2,3,2,7,4,5,2,6,1,2,7,7,536.66,190.25,101840
simple_spi_orig.bench,613.13,185.99,113405,"b;rw;rs;rf;rw;rwz;rs;rs;rf;rwz;rw;rfz;rfz;rwz;rs;rw;rfz;rwz;rf;b",1,2,4,3,2,6,4,4,3,6,2,8,8,6,4,2,8,6,3,1,541.57,184.64,99544
simple_spi_orig.bench,613.13,185.99,113405,"b;st;f;st;f;st;st;f;st;f;rw;f;rfz;st;rs;f;rs;rwz;f;b",1,5,7,5,7,5,5,7,5,7,2,7,8,5,4,7,4,6,7,1,546.59,177.83,96642
simple_spi_orig.bench,613.13,185.99,113405,"st;rs;rwz;rf;st;rfz;rwz;f;f;st;rf;rs;rs;b;f;rfz;rfz;rw;rf;b",5,4,6,3,5,8,6,7,7,5,3,4,4,1,7,8,8,2,3,1,555.30,182.21,101010
simple_spi_orig.bench,613.13,185.99,113405,"b;b;st;f;rw;f;f;rs;st;f;rwz;rfz;rfz;rw;rf;b;rwz;rf;rs;rs",1,1,5,7,2,7,7,4,5,7,6,8,8,2,3,1,6,3,4,4,540.45,183.82,98820
simple_spi_orig.bench,613.13,185.99,113405,"b;rw;rf;rwz;rwz;rw;st;rf;rf;rw;f;st;rw;rs;rf;rs;rs;rwz;rs;rf",1,2,3,6,6,2,5,3,3,2,7,5,2,4,3,4,4,6,4,3,533.81,185.05,98605
